rookie_yr,state,count
1948,NE,1
1948,NJ,2
1948,NY,3
1948,OH,7
1948,OK,2
1948,OR,1
1948,PA,5
1948,SC,5
1948,TN,1
1948,TX,1
1948,VA,3
1948,WA,1
1949,AZ,1
1949,CA,13
1949,CO,1
1949,CT,1
1949,Cuba,1
1949,DC,1
1949,GA,1
1949,IA,1
1949,IL,5
1949,KS,3
1949,MA,2
1949,MD,1
1949,MI,3
1949,MN,1
1949,MO,5
1949,NC,1
1949,NE,1
1949,NJ,4
1949,OH,4
1949,OK,2
1949,PA,8
1949,RI,1
1949,SC,1
1949,TN,2
1949,TX,2
1949,WA,1
1949,WV,1
1950,AL,3
1950,AR,1
1950,CA,4
1950,CT,1
1950,Canada,2
1950,Cuba,3
1950,DC,1
1950,GA,2
1950,IA,1
1950,ID,1
1950,IL,3
1950,KS,2
1950,KY,1
1950,LA,2
1950,MA,1
1950,MD,1
1950,MI,2
1950,MN,1
1950,MO,2
1950,MS,2
1950,Mexico,1
1950,NC,3
1950,NJ,5
1950,NY,5
1950,OH,2
1950,OK,1
1950,PA,1
1950,SC,2
1950,TX,1
1950,VA,1
1950,Venezuela,1
1950,WA,1
1950,WI,1
1951,AL,2
1951,AR,1
1951,AZ,1
1951,CA,5
1951,Cuba,3
1951,GA,1
1951,IL,3
1951,IN,1
1951,KS,1
1951,KY,1
1951,LA,1
1951,MA,2
1951,MD,2
1951,MI,2
1951,MN,1
1951,MO,6
1951,NC,4
1951,NJ,3
1951,NY,6
1951,OH,3
1951,OK,1
1951,PA,3
1951,RI,2
1951,TX,5
1951,WV,1
1952,AL,2
1952,AR,1
1952,CA,3
1952,CO,1
1952,CT,1
1952,Canada,1
1952,Cuba,3
1952,DC,1
1952,FL,1
1952,Germany,1
1952,IA,2
1952,IL,6
1952,IN,1
1952,KY,2
1952,LA,1
1952,MA,2
1952,MD,2
1952,MI,3
1952,MS,1
1952,NC,4
1952,NE,1
1952,NJ,1
1952,NY,6
1952,OH,6
1952,PA,7
1952,SC,1
1952,TN,1
1952,TX,2
1952,United Kingdom,1
1952,VA,2
1952,WA,1
1952,WI,3
1952,WV,3
1953,AL,3
1953,AR,3
1953,CA,2
1953,CT,1
1953,Canada,1
1953,Cuba,1
1953,DE,1
1953,GA,3
1953,IA,2
1953,IL,6
1953,IN,1
1953,KS,3
1953,MI,5
1953,MN,2
1953,MO,2
1953,MS,3
1953,NC,6
1953,NJ,2
1953,NY,8
1953,OH,3
1953,PA,3
1953,Puerto Rico,2
1953,TN,1
1953,VA,2
1953,WI,2
1953,WV,1
1954,AL,5
1954,AR,1
1954,CA,15
1954,Cuba,2
1954,DE,1
1954,FL,1
1954,GA,1
1954,IL,4
1954,IN,1
1954,MA,1
1954,MD,2
1954,MI,4
1954,MO,5
1954,MS,2
1954,NC,4
1954,NE,1
1954,NJ,5
1954,NY,2
1954,OH,7
1954,OK,3
1954,OR,1
1954,PA,5
1954,Puerto Rico,2
1954,SC,1
1954,TN,1
1954,TX,3
1954,VA,1
1954,WI,1
1955,AL,2
1955,AR,2
1955,CA,1
1955,CT,1
1955,Canada,1
1955,Cuba,6
1955,FL,2
1955,ID,1
1955,IL,1
1955,IN,1
1955,KS,1
1955,KY,2
1955,LA,1
1955,MA,2
1955,MD,1
1955,MI,7
1955,MN,1
1955,MO,5
1955,Mexico,1
1955,NC,5
1955,NJ,1
1955,NY,3
1955,OH,7
1955,OK,2
1955,PA,10
1955,Panama,1
1955,Puerto Rico,2
1955,RI,1
1955,TN,1
1955,TX,2
1955,VA,4
1955,Venezuela,1
1955,WV,2
1956,AL,1
1956,AR,1
1956,CA,8
1956,CT,1
1956,DC,1
1956,GA,3
1956,ID,1
1956,IL,3
1956,IN,2
1956,Italy,1
1956,LA,1
1956,MA,1
1956,MN,1
1956,MO,4
1956,MS,1
1956,MT,1
1956,NC,2
1956,NE,1
1956,NJ,2
1956,NY,6
1956,OH,1
1956,OK,3
1956,PA,5
1956,Poland,1
1956,Puerto Rico,1
1956,SC,1
1956,TN,1
1956,TX,1
1956,VA,1
1956,Venezuela,1
1956,WA,1
1956,WI,1
1956,WV,1
1957,AL,1
1957,AR,1
1957,CA,6
1957,Cuba,4
1957,Dominican Republic,1
1957,ID,1
1957,IL,6
1957,KS,1
1957,KY,1
1957,LA,1
1957,MA,1
1957,MI,2
1957,MN,2
1957,MO,3
1957,MT,1
1957,NC,1
1957,NE,2
1957,NJ,4
1957,NY,3
1957,OH,4
1957,OK,2
1957,OR,1
1957,PA,2
1957,Puerto Rico,3
1957,SC,2
1957,TX,2
1957,VA,1
1957,VT,2
1957,WI,2
1957,WV,2
1958,AL,3
1958,AR,1
1958,Bahamas,1
1958,CA,8
1958,CT,1
1958,Canada,1
1958,Cuba,1
1958,Dominican Republic,1
1958,FL,1
1958,GA,1
1958,IL,9
1958,IN,3
1958,KS,1
1958,KY,1
1958,MA,2
1958,ME,1
1958,MI,1
1958,MO,1
1958,MT,1
1958,Mexico,1
1958,NC,1
1958,NY,3
1958,OH,2
1958,PA,7
1958,Panama,1
1958,Puerto Rico,1
1958,RI,1
1958,SC,1
1958,TN,3
1958,TX,4
1958,VA,2
1958,VT,1
1958,WA,1
1958,WI,1
1958,WV,2
1959,AL,2
1959,CA,5
1959,Cuba,1
1959,DC,1
1959,GA,1
1959,ID,1
1959,IL,4
1959,LA,2
1959,MA,1
1959,MD,1
1959,MI,2
1959,MO,2
1959,MS,1
1959,NC,3
1959,NE,2
1959,NJ,2
1959,NY,2
1959,OK,4
1959,PA,4
1959,SC,1
1959,SD,1
1959,TN,1
1959,TX,2
1959,VA,2
1960,AL,1
1960,AR,1
1960,AZ,1
1960,Bahamas,1
1960,CA,8
1960,CO,1
1960,Canada,1
1960,Cuba,3
1960,Dominican Republic,2
1960,GA,1
1960,IL,2
1960,KS,3
1960,LA,1
1960,MA,1
1960,MD,2
1960,MI,7
1960,MN,2
1960,MS,1
1960,Mexico,1
1960,NJ,4
1960,NY,4
1960,OH,4
1960,OK,2
1960,PA,3
1960,SC,1
1960,SD,1
1960,TN,3
1960,TX,2
1960,WA,1
1960,WI,1
1960,WY,1
1961,AL,3
1961,AR,1
1961,CA,5
1961,CT,2
1961,Canada,1
1961,Cuba,2
1961,DC,1
1961,Dominican Republic,1
1961,FL,1
1961,GA,1
1961,ID,1
1961,IL,5
1961,Ireland,1
1961,KY,1
1961,LA,1
1961,MA,1
1961,MI,3
1961,MN,1
1961,MO,6
1961,MS,1
1961,NC,4
1961,ND,1
1961,NE,2
1961,NJ,5
1961,NY,6
1961,OH,6
1961,OK,1
1961,PA,10
1961,Puerto Rico,1
1961,RI,1
1961,SC,1
1961,TN,2
1961,TX,1
1961,U. S. Virgin Islands,2
1961,VA,2
1961,Venezuela,1
1961,WA,1
1961,WV,1
1962,AL,2
1962,AR,2
1962,AZ,1
1962,CA,8
1962,Canada,4
1962,Cuba,4
1962,DC,2
1962,Dominican Republic,3
1962,FL,2
1962,GA,2
1962,IA,3
1962,IL,9
1962,IN,1
1962,KS,2
1962,KY,3
1962,MA,1
1962,MD,2
1962,MI,3
1962,MO,4
1962,NC,1
1962,NJ,5
1962,NY,10
1962,OH,6
1962,PA,7
1962,Puerto Rico,2
1962,RI,1
1962,SC,2
1962,TN,3
1962,TX,2
1962,VA,2
1962,WA,2
1962,WI,3
1962,WV,1
1963,AL,2
1963,AR,2
1963,CA,9
1963,CT,1
1963,Canada,3
1963,Cuba,2
1963,Dominican Republic,1
1963,FL,1
1963,GA,1
1963,IL,1
1963,LA,2
1963,MA,3
1963,MD,1
1963,MI,4
1963,MO,2
1963,MT,1
1963,NC,3
1963,NJ,1
1963,NY,6
1963,OH,4
1963,OK,4
1963,OR,1
1963,PA,7
1963,Puerto Rico,1
1963,SC,3
1963,TN,2
1963,TX,4
1963,Venezuela,1
1963,WI,2
1963,WV,1
1964,AL,2
1964,AR,1
1964,CA,2
1964,CO,1
1964,CT,1
1964,Canada,1
1964,Cuba,5
1964,DC,1
1964,Dominican Republic,3
1964,GA,1
1964,IA,4
1964,IL,6
1964,IN,3
1964,KS,1
1964,KY,1
1964,MA,2
1964,MI,5
1964,MO,4
1964,MS,2
1964,NC,2
1964,NM,1
1964,NY,5
1964,OH,5
1964,OK,3
1964,OR,1
1964,PA,4
1964,Panama,1
1964,Puerto Rico,1
1964,TN,1
1964,TX,4
1964,VA,4
1964,WA,3
1964,WI,3
1964,WV,1
1965,AL,1
1965,AR,2
1965,CA,16
1965,CT,1
1965,Cuba,3
1965,DE,1
1965,Dominican Republic,1
1965,FL,1
1965,GA,1
1965,Germany,1
1965,IA,1
1965,IL,2
1965,IN,3
1965,Japan,1
1965,KS,2
1965,LA,1
1965,MA,1
1965,MD,3
1965,ME,1
1965,MI,4
1965,MO,2
1965,NC,2
1965,NE,1
1965,NJ,3
1965,NV,1
1965,NY,3
1965,OH,4
1965,OK,2
1965,OR,1
1965,PA,3
1965,Puerto Rico,1
1965,TN,1
1965,TX,3
1965,VA,1
1965,WA,1
1965,WV,1
1966,AL,3
1966,AZ,1
1966,CA,10
1966,CT,2
1966,Canada,3
1966,Cuba,5
1966,DC,2
1966,FL,1
1966,GA,1
1966,IA,3
1966,IL,4
1966,KS,1
1966,KY,2
1966,LA,1
1966,MA,1
1966,MI,2
1966,MO,8
1966,MS,1
1966,NC,3
1966,NE,1
1966,NJ,1
1966,NV,1
1966,NY,4
1966,OH,1
1966,PA,5
1966,Panama,2
1966,SC,1
1966,TN,2
1966,TX,2
1966,U. S. Virgin Islands,1
1966,UT,1
1966,VA,2
1966,Venezuela,1
1966,WI,2
1967,AL,3
1967,AR,2
1967,AZ,1
1967,CA,16
1967,CT,1
1967,Canada,1
1967,FL,1
1967,GA,1
1967,IA,2
1967,IL,2
1967,IN,2
1967,KY,2
1967,LA,1
1967,MA,3
1967,MD,1
1967,ME,1
1967,MI,3
1967,MO,1
1967,NC,1
1967,NJ,2
1967,NY,3
1967,OH,5
1967,PA,6
1967,Panama,1
1967,Puerto Rico,2
1967,TN,2
1967,TX,3
1967,VA,2
1967,WA,1
1967,WI,2
1967,WV,1
1968,AL,1
1968,CA,12
1968,CT,2
1968,Cuba,2
1968,DE,1
1968,Dominican Republic,1
1968,FL,2
1968,GA,1
1968,HI,1
1968,IA,4
1968,IL,2
1968,IN,2
1968,LA,2
1968,MA,2
1968,MI,1
1968,MN,2
1968,Mexico,3
1968,NJ,3
1968,NY,6
1968,OH,5
1968,OK,4
1968,PA,4
1968,Puerto Rico,1
1968,SC,2
1968,TN,2
1968,TX,6
1968,U. S. Virgin Islands,1
1968,VA,1
1969,AL,3
1969,AZ,2
1969,CA,18
1969,CO,1
1969,CT,1
1969,Canada,2
1969,Cuba,2
1969,DC,2
1969,Dominican Republic,1
1969,FL,3
1969,IA,1
1969,ID,1
1969,IL,4
1969,IN,2
1969,KS,5
1969,KY,1
1969,LA,3
1969,MA,5
1969,MD,2
1969,MI,1
1969,MO,4
1969,MS,5
1969,MT,1
1969,Mexico,1
1969,NC,4
1969,NE,1
1969,NJ,3
1969,NY,4
1969,OH,10
1969,OK,3
1969,OR,1
1969,PA,4
1969,Panama,3
1969,Puerto Rico,3
1969,RI,1
1969,TN,1
1969,TX,4
1969,UT,1
1969,VA,1
1969,Venezuela,2
1969,WI,1
1969,WV,1
1970,AL,2
1970,CA,18
1970,CO,3
1970,CT,1
1970,Dominican Republic,2
1970,FL,3
1970,IA,1
1970,IL,2
1970,KS,1
1970,KY,3
1970,LA,2
1970,MA,3
1970,MD,1
1970,ME,1
1970,MI,5
1970,MO,3
1970,MS,1
1970,Mexico,1
1970,NC,2
1970,NJ,2
1970,NY,7
1970,Netherlands,1
1970,OH,5
1970,OK,4
1970,PA,2
1970,Puerto Rico,1
1970,SD,2
1970,TX,5
1970,VA,1
1970,Venezuela,4
1970,WA,4
1970,WV,1
1971,AL,2
1971,CA,27
1971,CO,2
1971,CT,1
1971,Canada,1
1971,DC,1
1971,DE,1
1971,Dominican Republic,1
1971,FL,5
1971,GA,1
1971,HI,1
1971,IA,2
1971,IL,3
1971,IN,1
1971,KS,1
1971,LA,2
1971,MD,1
1971,MI,1
1971,MO,2
1971,MT,1
1971,NJ,4
1971,NY,5
1971,OH,4
1971,PA,1
1971,Panama,1
1971,Puerto Rico,6
1971,TN,2
1971,TX,2
1971,VA,1
1971,Venezuela,1
1971,WA,2
1971,WI,2
1971,WV,1
1972,AL,2
1972,AZ,1
1972,CA,25
1972,CO,1
1972,Dominican Republic,3
1972,GA,1
1972,IA,2
1972,IL,7
1972,IN,1
1972,KS,1
1972,LA,1
1972,MA,3
1972,MI,3
1972,MN,1
1972,MS,1
1972,Mexico,1
1972,NC,6
1972,NJ,1
1972,NY,2
1972,OH,3
1972,OK,2
1972,OR,2
1972,PA,3
1972,Panama,2
1972,Puerto Rico,3
1972,SC,2
1972,SD,1
1972,TN,1
1972,TX,6
1972,VA,2
1972,VT,1
1972,WA,2
1973,AL,2
1973,AZ,1
1973,CA,19
1973,CT,1
1973,Dominican Republic,3
1973,GA,1
1973,HI,1
1973,IA,1
1973,ID,1
1973,IL,5
1973,IN,3
1973,KS,1
1973,KY,1
1973,LA,1
1973,MA,2
1973,MD,1
1973,MI,3
1973,MN,3
1973,MO,1
1973,MS,2
1973,Mexico,2
1973,NC,4
1973,ND,1
1973,NM,1
1973,NY,4
1973,OH,4
1973,OK,2
1973,OR,1
1973,PA,5
1973,Puerto Rico,3
1973,RI,1
1973,SC,2
1973,TX,4
1973,VA,4
1973,WA,4
1973,WV,1
1974,AL,1
1974,AR,1
1974,AZ,1
1974,American Samoa,1
1974,CA,14
1974,Canada,1
1974,Cuba,1
1974,DC,1
1974,Dominican Republic,1
1974,FL,3
1974,GA,2
1974,IL,5
1974,IN,2
1974,KS,1
1974,KY,1
1974,MA,3
1974,MD,2
1974,MI,5
1974,MO,2
1974,Mexico,3
1974,NC,3
1974,NJ,4
1974,NY,4
1974,OH,3
1974,PA,6
1974,Puerto Rico,5
1974,SC,1
1974,TN,3
1974,TX,6
1974,UT,1
1974,VA,3
1974,Venezuela,1
1974,WA,1
1974,WI,2
1974,WV,2
1974,WY,1
1975,AL,2
1975,AR,1
1975,AZ,1
1975,CA,18
1975,CO,1
1975,Canada,1
1975,Colombia,1
1975,Dominican Republic,1
1975,FL,4
1975,GA,2
1975,IL,4
1975,IN,2
1975,LA,2
1975,MA,3
1975,MD,1
1975,ME,1
1975,MI,9
1975,MN,1
1975,MO,4
1975,MS,3
1975,MT,1
1975,NE,1
1975,NJ,2
1975,NY,7
1975,OH,5
1975,PA,2
1975,Puerto Rico,2
1975,SC,2
1975,SD,1
1975,TN,1
1975,TX,2
1975,U. S. Virgin Islands,1
1975,VA,1
1975,Venezuela,1
1975,WA,1
1975,WI,2
1975,WV,1
1976,AL,1
1976,AR,2
1976,Bahamas,1
1976,CA,13
1976,CO,1
1976,CT,1
1976,Canada,3
1976,Dominican Republic,4
1976,FL,1
1976,GA,1
1976,Germany,1
1976,IA,1
1976,IL,2
1976,IN,2
1976,KS,1
1976,KY,2
1976,MA,4
1976,MD,1
1976,MI,2
1976,MN,1
1976,MO,2
1976,MS,2
1976,Mexico,3
1976,NC,1
1976,NH,1
1976,NY,4
1976,OH,3
1976,OK,1
1976,OR,1
1976,PA,8
1976,Puerto Rico,3
1976,SC,2
1976,TN,1
1976,TX,5
1976,UT,1
1976,VA,1
1976,Venezuela,1
1976,WA,1
1976,WI,2
1977,AK,1
1977,AL,2
1977,CA,31
1977,CT,1
1977,Canada,2
1977,Cuba,1
1977,DC,1
1977,Dominican Republic,3
1977,FL,3
1977,GA,2
1977,HI,2
1977,IA,1
1977,IL,4
1977,IN,1
1977,KY,1
1977,LA,2
1977,MD,3
1977,ME,1
1977,MI,5
1977,MN,1
1977,MO,2
1977,MS,2
1977,Mexico,2
1977,NE,1
1977,NJ,2
1977,NY,8
1977,Nicaragua,1
1977,OH,7
1977,OK,5
1977,PA,3
1977,Panama,1
1977,Puerto Rico,2
1977,RI,1
1977,SC,2
1977,SD,1
1977,TN,3
1977,TX,11
1977,VA,3
1977,Venezuela,2
1977,WA,1
1978,AL,5
1978,AZ,1
1978,CA,21
1978,CO,1
1978,Dominican Republic,5
1978,FL,3
1978,France,1
1978,GA,1
1978,Germany,1
1978,IL,4
1978,IN,1
1978,KS,2
1978,KY,1
1978,MA,1
1978,MI,6
1978,MN,2
1978,MO,2
1978,Mexico,1
1978,NC,1
1978,ND,1
1978,NH,1
1978,NJ,5
1978,NY,5
1978,OH,4
1978,OK,1
1978,OR,2
1978,PA,2
1978,TN,3
1978,TX,6
1978,United Kingdom,1
1978,VA,1
1978,WA,2
1978,WI,3
1979,AL,1
1979,AR,1
1979,AZ,1
1979,CA,20
1979,CO,1
1979,CT,1
1979,Dominican Republic,3
1979,FL,4
1979,GA,1
1979,IL,8
1979,IN,3
1979,KS,1
1979,KY,1
1979,LA,2
1979,MD,1
1979,MI,3
1979,MO,3
1979,Mexico,1
1979,NC,5
1979,NJ,1
1979,NY,2
1979,OH,6
1979,OK,3
1979,OR,1
1979,PA,6
1979,Puerto Rico,2
1979,SC,2
1979,TX,4
1979,VA,1
1979,VT,1
1979,Venezuela,1
1980,AL,2
1980,AR,2
1980,AZ,2
1980,CA,14
1980,CO,1
1980,Cuba,1
1980,DE,1
1980,Dominican Republic,4
1980,FL,2
1980,France,1
1980,GA,1
1980,IL,6
1980,IN,2
1980,KY,2
1980,LA,1
1980,MA,1
1980,MD,1
1980,ME,2
1980,MI,3
1980,MN,1
1980,MO,2
1980,MT,1
1980,NC,2
1980,NH,1
1980,NJ,2
1980,NY,5
1980,Netherlands,1
1980,OH,5
1980,OK,1
1980,PA,2
1980,Panama,1
1980,Puerto Rico,3
1980,SC,2
1980,TN,1
1980,TX,3
1980,VA,3
1980,Venezuela,2
1980,WV,1
1980,WY,1
1981,AL,1
1981,CA,19
1981,Canada,1
1981,DE,1
1981,Dominican Republic,3
1981,FL,2
1981,IA,1
1981,ID,1
1981,IL,2
1981,MA,2
1981,MI,2
1981,MO,3
1981,Mexico,1
1981,NY,5
1981,OH,3
1981,OK,2
1981,PA,5
1981,Puerto Rico,3
1981,SC,1
1981,TX,3
1981,UT,1
1981,United Kingdom,1
1982,AL,1
1982,AR,1
1982,CA,27
1982,Canada,1
1982,Dominican Republic,2
1982,FL,5
1982,GA,3
1982,Germany,1
1982,IA,1
1982,ID,2
1982,IL,8
1982,Jamaica,1
1982,KS,1
1982,KY,1
1982,LA,1
1982,MA,1
1982,MI,4
1982,MN,4
1982,MO,3
1982,Mexico,3
1982,NE,1
1982,NJ,3
1982,NY,7
1982,OH,10
1982,OK,2
1982,OR,2
1982,PA,2
1982,Puerto Rico,3
1982,SD,1
1982,TX,5
1982,VA,1
1982,Venezuela,2
1982,WA,2
1983,AL,2
1983,AR,1
1983,AZ,1
1983,CA,26
1983,CO,1
1983,CT,1
1983,Cuba,1
1983,DE,1
1983,Dominican Republic,6
1983,FL,4
1983,GA,1
1983,Germany,1
1983,HI,1
1983,IA,1
1983,ID,1
1983,IL,4
1983,IN,3
1983,KY,1
1983,LA,1
1983,MA,1
1983,MD,2
1983,ME,1
1983,MI,3
1983,MO,1
1983,NC,1
1983,NE,1
1983,NJ,1
1983,NY,6
1983,Nicaragua,1
1983,OH,1
1983,OK,5
1983,OR,1
1983,PA,5
1983,Puerto Rico,5
1983,SC,1
1983,TN,1
1983,TX,11
1983,United Kingdom,1
1983,VA,2
1983,VT,1
1983,Venezuela,1
1983,WA,2
1983,WI,1
1984,AL,2
1984,AR,1
1984,CA,27
1984,CO,1
1984,CT,3
1984,Canada,1
1984,Colombia,1
1984,Cuba,1
1984,Dominican Republic,6
1984,FL,5
1984,GA,1
1984,HI,2
1984,ID,1
1984,IL,8
1984,IN,2
1984,LA,1
1984,MA,3
1984,MD,3
1984,MI,2
1984,MN,3
1984,MO,3
1984,MT,1
1984,Mexico,1
1984,NC,1
1984,NE,2
1984,NJ,1
1984,NY,8
1984,OH,2
1984,OK,2
1984,PA,5
1984,Puerto Rico,8
1984,TX,2
1984,United Kingdom,1
1984,VA,3
1984,Venezuela,1
1984,WA,1
1985,AK,1
1985,AL,2
1985,AZ,1
1985,CA,22
1985,CO,2
1985,Canada,2
1985,DC,1
1985,Dominican Republic,6
1985,FL,6
1985,France,1
1985,GA,2
1985,HI,2
1985,IA,1
1985,IL,3
1985,IN,1
1985,KS,1
1985,MA,1
1985,MI,3
1985,MO,1
1985,MS,1
1985,Mexico,1
1985,NC,3
1985,NE,1
1985,NJ,3
1985,NY,8
1985,OH,3
1985,OK,3
1985,OR,2
1985,PA,7
1985,Puerto Rico,1
1985,SC,3
1985,TN,2
1985,TX,2
1985,United Kingdom,1
1985,VA,3
1985,Venezuela,2
1985,WA,1
1985,WI,1
1986,AK,1
1986,AL,1
1986,CA,27
1986,CO,1
1986,CT,1
1986,Canada,1
1986,Cuba,1
1986,DC,1
1986,Dominican Republic,3
1986,FL,4
1986,GA,5
1986,IL,3
1986,IN,1
1986,KS,2
1986,MA,2
1986,MD,1
1986,MI,4
1986,MN,1
1986,MO,3
1986,MS,3
1986,Mexico,1
1986,NC,4
1986,NH,1
1986,NJ,3
1986,NM,1
1986,NY,5
1986,OH,7
1986,OK,1
1986,OR,2
1986,PA,5
1986,Puerto Rico,8
1986,SC,1
1986,Spain,1
1986,TN,2
1986,TX,7
1986,UT,2
1986,VA,3
1986,Venezuela,1
1986,WA,1
1986,WV,1
1987,AL,1
1987,AR,1
1987,CA,30
1987,CO,1
1987,CT,1
1987,Cuba,1
1987,Dominican Republic,5
1987,FL,6
1987,GA,1
1987,IA,1
1987,IL,3
1987,IN,3
1987,KS,1
1987,KY,6
1987,LA,2
1987,MA,1
1987,MD,2
1987,MI,5
1987,MN,1
1987,MO,5
1987,MS,2
1987,MT,1
1987,NC,5
1987,NJ,4
1987,NY,12
1987,OH,4
1987,OK,1
1987,OR,1
1987,PA,6
1987,Puerto Rico,4
1987,SC,3
1987,TN,2
1987,TX,5
1987,U. S. Virgin Islands,2
1987,VA,1
1987,Venezuela,4
1987,WA,3
1987,WY,1
1988,AL,1
1988,AR,1
1988,AZ,2
1988,CA,16
1988,CO,1
1988,CT,1
1988,Cuba,1
1988,Dominican Republic,6
1988,FL,6
1988,GA,2
1988,HI,1
1988,IL,2
1988,IN,2
1988,KY,1
1988,LA,1
1988,MA,1
1988,MD,2
1988,ME,1
1988,MI,3
1988,Mexico,3
1988,NC,1
1988,NH,1
1988,NJ,6
1988,NM,1
1988,NY,5
1988,OH,6
1988,OK,2
1988,OR,1
1988,PA,6
1988,Puerto Rico,2
1988,SC,2
1988,TN,2
1988,TX,5
1988,Venezuela,1
1988,WA,2
1989,AL,3
1989,CA,20
1989,CO,1
1989,Canada,2
1989,Cuba,1
1989,Dominican Republic,7
1989,FL,11
1989,GA,4
1989,IL,8
1989,IN,3
1989,Jamaica,1
1989,LA,6
1989,MA,4
1989,MI,4
1989,MN,1
1989,MS,2
1989,NC,2
1989,NE,3
1989,NJ,4
1989,NY,9
1989,OH,4
1989,OK,1
1989,PA,1
1989,Panama,1
1989,Puerto Rico,6
1989,SC,5
1989,Spain,1
1989,TN,4
1989,TX,5
1989,UT,1
1989,VA,1
1989,Venezuela,3
1989,WA,1
1989,WI,3
1989,WV,1
1989,WY,1
1990,AK,1
1990,AL,2
1990,AR,2
1990,AZ,1
1990,CA,26
1990,Canada,1
1990,Cuba,2
1990,DE,1
1990,Dominican Republic,4
1990,FL,6
1990,GA,1
1990,Germany,1
1990,IA,2
1990,IL,3
1990,IN,3
1990,KY,3
1990,LA,2
1990,MA,2
1990,MD,2
1990,MI,1
1990,MN,1
1990,MO,3
1990,NC,3
1990,NE,2
1990,NJ,1
1990,NM,1
1990,NV,1
1990,NY,4
1990,OH,4
1990,OK,1
1990,OR,2
1990,PA,5
1990,Puerto Rico,3
1990,RI,3
1990,TN,2
1990,TX,9
1990,VA,1
1990,Venezuela,4
1990,WA,2
1991,AL,1
1991,AR,1
1991,AZ,1
1991,Australia,1
1991,Belize,1
1991,CA,29
1991,CO,3
1991,CT,3
1991,Canada,3
1991,Cuba,1
1991,Curacao,1
1991,DC,1
1991,Dominican Republic,9
1991,FL,9
1991,GA,6
1991,HI,1
1991,IL,8
1991,IN,2
1991,Japan,1
1991,KS,1
1991,KY,1
1991,LA,2
1991,MA,4
1991,MD,3
1991,ME,1
1991,MI,3
1991,MO,2
1991,NC,3
1991,NE,1
1991,NH,1
1991,NJ,1
1991,NY,7
1991,OH,7
1991,OR,2
1991,PA,6
1991,Puerto Rico,7
1991,SD,1
1991,TN,2
1991,TX,9
1991,Venezuela,4
1992,AL,1
1992,AR,2
1992,AZ,1
1992,Australia,1
1992,CA,21
1992,Cuba,2
1992,Dominican Republic,5
1992,FL,7
1992,GA,3
1992,IA,2
1992,IL,4
1992,IN,4
1992,LA,4
1992,MA,5
1992,MD,3
1992,ME,1
1992,MI,4
1992,MN,2
1992,MO,4
1992,Mexico,1
1992,NC,1
1992,NJ,4
1992,NY,8
1992,OH,3
1992,OK,2
1992,OR,3
1992,PA,3
1992,Puerto Rico,6
1992,SC,1
1992,TX,11
1992,United Kingdom,1
1992,VA,2
1992,Venezuela,2
1992,WI,2
1993,AL,1
1993,Australia,1
1993,CA,34
1993,CO,1
1993,CT,2
1993,Canada,3
1993,Cuba,4
1993,DE,1
1993,Dominican Republic,3
1993,FL,7
1993,GA,4
1993,Germany,1
1993,HI,1
1993,IA,2
1993,IL,6
1993,IN,3
1993,KS,2
1993,KY,1
1993,LA,3
1993,MA,5
1993,MD,2
1993,MI,6
1993,MN,2
1993,MO,3
1993,MS,1
1993,Mexico,1
1993,NC,1
1993,NE,1
1993,NH,2
1993,NJ,3
1993,NY,6
1993,OH,7
1993,OK,3
1993,OR,1
1993,PA,6
1993,Puerto Rico,3
1993,RI,1
1993,TN,2
1993,TX,11
1993,VA,2
1993,Venezuela,2
1993,WA,2
1993,WI,3
1993,WY,1
1994,AL,2
1994,AZ,1
1994,Afghanistan,1
1994,CA,25
1994,CO,2
1994,Cuba,1
1994,Dominican Republic,12
1994,FL,7
1994,IA,2
1994,IL,11
1994,IN,1
1994,KY,3
1994,LA,1
1994,MA,3
1994,MD,1
1994,MI,3
1994,Mexico,4
1994,NC,1
1994,ND,1
1994,NJ,3
1994,NY,9
1994,OH,3
1994,OK,3
1994,PA,1
1994,Puerto Rico,5
1994,RI,1
1994,SC,1
1994,TN,1
1994,TX,2
1994,United Kingdom,1
1994,VA,1
1994,Venezuela,2
1995,AL,2
1995,AZ,1
1995,CA,31
1995,CT,2
1995,Cuba,2
1995,DE,1
1995,Dominican Republic,15
1995,FL,10
1995,GA,3
1995,IL,7
1995,IN,1
1995,Japan,2
1995,KS,2
1995,KY,2
1995,LA,4
1995,MA,3
1995,MD,2
1995,MI,1
1995,MO,4
1995,MS,3
1995,Mexico,4
1995,NC,6
1995,NE,1
1995,NJ,1
1995,NV,2
1995,NY,4
1995,OH,8
1995,OK,2
1995,OR,2
1995,PA,5
1995,Panama,2
1995,Puerto Rico,1
1995,SC,3
1995,TN,3
1995,TX,5
1995,U. S. Virgin Islands,1
1995,VA,2
1995,Venezuela,7
1995,WA,1
1995,WI,2
1995,WV,1
1996,AL,4
1996,AR,1
1996,AZ,3
1996,Australia,1
1996,CA,24
1996,CO,1
1996,Canada,2
1996,Colombia,1
1996,Cuba,3
1996,DC,2
1996,Dominican Republic,10
1996,FL,3
1996,GA,2
1996,Germany,1
1996,IA,3
1996,ID,1
1996,IL,11
1996,IN,4
1996,KS,1
1996,KY,4
1996,LA,4
1996,MA,4
1996,MI,5
1996,MN,3
1996,MO,3
1996,MS,2
1996,MT,1
1996,Mexico,5
