name,rookie_yr,birth_state
Glenn Brummer,1983,IL
Randy Bush,1983,DE
Tom Candiotti,1983,CA
Carmelo Castillo,1983,Dominican Republic
Chris Codiroli,1983,CA
Tim Conroy,1983,PA
Mike Couchee,1983,CA
Danny Cox,1983,United Kingdom
Keith Creel,1983,TX
Mark Davis,1983,CA
Bill Dawley,1983,CT
Jose DeLeon,1983,Dominican Republic
Carlos Diaz,1983,HI
Frank DiPino,1983,NY
Bill Doran,1983,CA
Nick Esasky,1983,FL
Pete Filson,1983,PA
Jack Fimple,1983,PA
Scott Fletcher,1983,FL
Ray Fontenot,1983,LA
Julio Franco,1983,Dominican Republic
Tony Ghelfi,1983,WI
Bob Gibson,1983,NE
Tom Gorman,1983,NY
Kevin Gross,1983,CA
Cecilio Guante,1983,Dominican Republic
Mel Hall,1983,NY
Brian Harper,1983,CA
Ben Hayes,1983,NY
Neal Heaton,1983,NY
Gorman Heimueller,1983,CA
Leo Hernandez,1983,Venezuela
Donnie Hill,1983,CA
Scott Holman,1983,CA
Charles Hudson,1983,OK
Bob James,1983,CA
Bob Johnson,1983,OK
Randy Johnson,1983,TX
Ed Jurak,1983,CA
Bob Kearney,1983,TX
Ron Kittle,1983,IN
Bill Krueger,1983,IL
Pete Ladd,1983,ME
Joe Lansford,1983,CA
Craig Lefferts,1983,Germany
Bryan Little,1983,TX
Steve Lubratich,1983,CA
Rick Lysander,1983,CA
Mike Madden,1983,CO
Mike Marshall,1983,MI
Don Mattingly,1983,IN
Andy McGaffigan,1983,FL
Craig McMurtry,1983,TX
Kevin McReynolds,1983,AR
Orlando Mercado,1983,Puerto Rico
Kelvin Moore,1983,AL
John Moses,1983,CA
Darryl Motley,1983,OK
Ricky Nelson,1983,AZ
Ed Nunez,1983,Puerto Rico
Jose Oquendo,1983,Puerto Rico
Junior Ortiz,1983,Puerto Rico
Spike Owen,1983,TX
Kelly Paris,1983,CA
Ken Phelps,1983,WA
Tony Phillips,1983,PA
Chuck Porter,1983,MD
Ted Power,1983,OK
Allan Ramirez,1983,TX
Mario Ramirez,1983,Puerto Rico
Bobby Ramos,1983,Cuba
Domingo Ramos,1983,Dominican Republic
Floyd Rayford,1983,TN
Gary Redus,1983,AL
Jerry Reed,1983,NC
Jeff Russell,1983,OH
Bill Scherrer,1983,NY
Ken Schrom,1983,ID
Daryl Sconiers,1983,CA
John Shelby,1983,KY
Pat Sheridan,1983,MI
Doug Sisk,1983,WA
Don Slaught,1983,CA
Ray Smith,1983,CA
Mike Smithson,1983,VA
Rick Steirer,1983,MD
Darryl Strawberry,1983,CA
Tom Tellmann,1983,PA
Walt Terrell,1983,IN
Mark Thurmond,1983,TX
Wayne Tolleson,1983,SC
Lee Tunnell,1983,TX
Ozzie Virgil,1983,Dominican Republic
Greg Walker,1983,GA
Mike Walters,1983,MO
Mike Warren,1983,CA
Don Welchel,1983,TX
Brad Wellman,1983,CA
Len Whitehouse,1983,VT
Marvell Wynne,1983,IL
Matt Young,1983,CA
Juan Agosto,1984,Puerto Rico
Dave Anderson,1984,PA
Mark Bailey,1984,MO
Marty Barrett,1984,NY
Buddy Biancalana,1984,CA
Greg Booker,1984,VA
Rich Bordi,1984,CA
Phil Bradley,1984,IN
Mike Brown,1984,NJ
Steve Brown,1984,MD
Kevin Buckley,1984,MA
Mark Calvert,1984,OK
Ernie Camacho,1984,CA
Joe Carter,1984,OK
Marty Castillo,1984,Dominican Republic
Kelvin Chapman,1984,CA
Roger Clemens,1984,Puerto Rico
Jaime Cocanower,1984,Puerto Rico
Darnell Coles,1984,CA
Henry Cotto,1984,NY
Ron Darling,1984,HI
Alvin Davis,1984,CA
Butch Davis,1984,VA
Eric Davis,1984,CA
Brian Dayett,1984,CT
Jeff Dedmon,1984,CA
Jim Eisenreich,1984,MN
Steve Farr,1984,MD
Sid Fernandez,1984,HI
Tony Fernandez,1984,Dominican Republic
Mike Fitzgerald,1984,CA
Tom Foley,1984,IL
John Franco,1984,NY
Doug Frobel,1984,Canada
Brent Gaff,1984,IN
Barbaro Garbey,1984,Cuba
Scott Garrelts,1984,IL
Dan Gladden,1984,CA
Dwight Gooden,1984,FL
Mark Grant,1984,IL
Mark Gubicza,1984,PA
Brad Gulden,1984,MN
Jackie Gutierrez,1984,Colombia
Doug Gwosdz,1984,TX
Albert Hall,1984,MA
Tom Henke,1984,MO
Orel Hershiser,1984,NY
Ed Hodge,1984,CA
Ricky Horton,1984,NY
Ken Howell,1984,MI
Mark Huismann,1984,NE
Danny Jackson,1984,CA
Brook Jacoby,1984,PA
Dion James,1984,PA
Mike Jeffcoat,1984,AR
Houston Jimenez,1984,Mexico
Curt Kaufman,1984,NE
Kurt Kepshire,1984,CT
Jimmy Key,1984,AL
Brad Komminsk,1984,OH
Jeff Kunkel,1984,FL
Steve Lake,1984,CA
Mark Langston,1984,CA
Tim Leary,1984,CA
Brad Lesley,1984,CA
Willie Lozado,1984,NY
Bill Lyons,1984,IL
Candy Maldonado,1984,Puerto Rico
Carmelo Martinez,1984,Puerto Rico
Mike Mason,1984,MN
Len Matuszek,1984,OH
Bob Meacham,1984,CA
Dave Meier,1984,MT
Fran Mullins,1984,CA
Al Nipper,1984,CA
Mike Pagliarulo,1984,MA
Terry Pendleton,1984,CA
Gerald Perry,1984,GA
Gary Pettis,1984,CA
Jim Presley,1984,FL
Kirby Puckett,1984,IL
John Rabb,1984,CA
Dennis Rasmussen,1984,CA
Randy Ready,1984,CA
Jose Rijo,1984,Dominican Republic
George Riley,1984,PA
German Rivera,1984,Puerto Rico
Jeff Robinson,1984,CA
Ron Romanick,1984,ID
Bret Saberhagen,1984,IL
Angel Salazar,1984,Venezuela
Juan Samuel,1984,Dominican Republic
Orlando Sanchez,1984,Puerto Rico
Rafael Santana,1984,Dominican Republic
Dick Schofield,1984,IL
Bill Schroeder,1984,MD
Don Schulze,1984,IL
Donnie Scott,1984,FL
Ray Searage,1984,NY
Roy Smith,1984,NY
Julio Solano,1984,Dominican Republic
Mike Stenhouse,1984,CO
Jeff Stone,1984,MO
Franklin Stubbs,1984,NC
Bill Swaggerty,1984,FL
Tim Teufel,1984,CT
Jay Tibbs,1984,AL
Eddie Vargas,1984,Puerto Rico
Tom Waddell,1984,United Kingdom
Curt Wilkerson,1984,VA
Jerry Willard,1984,CA
Frank Williams,1984,WA
Frank Wills,1984,LA
Ricky Wright,1984,TX
Curt Young,1984,MI
Mike Young,1984,CA
Ricky Adams,1985,TX
Rick Aguilera,1985,CA
Doug Baker,1985,CA
Jay Baller,1985,OR
Jeff Barkley,1985,NC
Butch Benton,1985,FL
Tim Birtsas,1985,MI
Daryl Boston,1985,OH
Derek Botelho,1985,CA
Sid Bream,1985,PA
Chris Brown,1985,IN
Tom Browning,1985,United Kingdom
Steve Buechele,1985,CA
Tim Burke,1985,NE
Ivan Calderon,1985,Puerto Rico
Jeff Calhoun,1985,GA
Don Carman,1985,OK
Al Chambers,1985,PA
Pat Clements,1985,CA
Stew Cliburn,1985,MS
Vince Coleman,1985,FL
Gerry Davis,1985,NY
Glenn Davis,1985,FL
Joel Davis,1985,PA
Rob Deer,1985,CA
Joe DeSa,1985,HI
Ken Dixon,1985,VA
Tom Dunbar,1985,SC
Mariano Duncan,1985,Dominican Republic
Shawon Dunston,1985,NY
Lenny Dykstra,1985,CA
Steve Engel,1985,OH
Frank Eufemia,1985,NY
Bob Fallon,1985,NY
Tom Filer,1985,PA
Brian Fisher,1985,HI
Greg Gagne,1985,MA
Craig Gerber,1985,IL
Denny Gonzalez,1985,Dominican Republic
Rick Grapenthin,1985,IA
Ozzie Guillen,1985,Venezuela
Dave Gumpert,1985,MI
Billy Hatcher,1985,AZ
Jeff Heathcock,1985,Canada
Joe Hesketh,1985,NY
Teddy Higuera,1985,Mexico
Jack Howell,1985,FL
Tim Hulett,1985,IL
Steve Jeltz,1985,France
Joe Johnson,1985,IL
Roy Johnson,1985,OK
Al Jones,1985,PA
Sam Khalifa,1985,CA
Mike Laga,1985,NJ
Jack Lazorko,1985,NJ
Dave Leeper,1985,CA
Doug Loman,1985,CA
Bob Long,1985,TN
Scott Loucks,1985,AK
Urbano Lugo,1985,Venezuela
Steve Lyons,1985,WA
Roger Mason,1985,MI
Victor Mata,1985,Dominican Republic
Ron Mathis,1985,MO
Kirk McCaskill,1985,Canada
Oddibe McDowell,1985,FL
Roger McDowell,1985,OH
Ron Meridith,1985,CA
Charlie Mitchell,1985,TN
Ron Musselman,1985,NC
Tom Nieto,1985,CA
Otis Nixon,1985,NC
Steve Ontiveros,1985,CA
Joe Orsulak,1985,NJ
Dave Owen,1985,TX
Jim Pankovits,1985,VA
Dan Pasqua,1985,NY
Reggie Patterson,1985,AL
Geno Petralli,1985,CA
Harold Reynolds,1985,OR
Ernie Riles,1985,GA
Ron Robinson,1985,CA
Ramon Romero,1985,Dominican Republic
Paul Runge,1985,NY
John Russell,1985,CA
Mark Salas,1985,CA
Alejandro Sanchez,1985,Dominican Republic
Rick Schu,1985,PA
Larry Sheets,1985,VA
Steve Shields,1985,AL
Nelson Simmons,1985,DC
Joel Skinner,1985,CA
Zane Smith,1985,WI
Nate Snell,1985,SC
Bill Swift,1985,PA
Mickey Tettleton,1985,OK
Milt Thompson,1985,CO
Rich Thompson,1985,NY
Tim Tolman,1985,CA
Mike Trujillo,1985,CO
Jose Uribe,1985,Dominican Republic
Curt Wardle,1985,CA
Mitch Webster,1985,KS
Jim Winn,1985,CA
Herm Winningham,1985,SC
Floyd Youmans,1985,FL
Paul Zuvella,1985,CA
Mike Aldrete,1986,CA
Andy Allanson,1986,VA
Allan Anderson,1986,GA
Paul Assenmacher,1986,MI
Scott Bailes,1986,OH
Scott Bankhead,1986,NC
Greg Bargar,1986,CA
Billy Beane,1986,FL
Rafael Belliard,1986,Dominican Republic
Karl Best,1986,WA
Mike Bielecki,1986,MD
Barry Bonds,1986,CA
Bobby Bonilla,1986,NY
Scott Bradley,1986,NJ
Glenn Braggs,1986,CA
John Cangelosi,1986,NY
Jose Canseco,1986,Cuba
Chuck Cary,1986,CA
John Cerutti,1986,NY
Will Clark,1986,PA
Bryan Clutterbuck,1986,MI
Ed Correa,1986,Puerto Rico
Kal Daniels,1986,GA
Darren Daulton,1986,KS
Jim Deshaies,1986,NY
Mike Diaz,1986,CA
Kelly Downs,1986,UT
Doug Drabek,1986,TX
Mark Eichhorn,1986,CA
Juan Espino,1986,Dominican Republic
Mike Felder,1986,CA
Cecil Fielder,1986,CA
Steve Fireovid,1986,OH
Curt Ford,1986,MS
Andres Galarraga,1986,Venezuela
Kelly Gruber,1986,TX
Lee Guetterman,1986,TN
Jose Guzman,1986,Puerto Rico
Jeff Hamilton,1986,MI
Ed Hearn,1986,CA
Jeff Hearron,1986,CA
Chuck Hensley,1986,CA
Pete Incaviglia,1986,CA
Wallace Johnson,1986,KS
Wally Joyner,1986,GA
Charlie Kerfeld,1986,MO
Eric King,1986,CA
Mike Kingery,1986,MN
Bob Kipper,1986,IL
Mark Knudson,1986,CO
John Kruk,1986,WV
Randy Kutcher,1986,AK
Barry Larkin,1986,OH
Bill Latham,1986,AL
Mike LaValliere,1986,NC
Steve Lombardozzi,1986,MA
Dwight Lowry,1986,NC
Mike Maddux,1986,OH
Greg Mathews,1986,CA
Lance McCullers,1986,FL
Bob Melvin,1986,CA
Darrell Miller,1986,DC
Kevin Mitchell,1986,CA
John Mizerock,1986,PA
Dale Mohorcic,1986,OH
Bill Mooneyham,1986,CA
Russ Morman,1986,MO
Jamie Moyer,1986,PA
Terry Mulholland,1986,PA
Rob Murphy,1986,FL
Al Newman,1986,MO
Scott Nielsen,1986,UT
Juan Nieves,1986,Puerto Rico
Bryan Oelkers,1986,Spain
Phil Ouellette,1986,OR
Pat Perry,1986,GA
Dan Plesac,1986,IN
Eric Plunk,1986,CA
Mark Portugal,1986,CA
Dennis Powell,1986,GA
Alfonso Pulido,1986,Mexico
Luis Quinones,1986,Puerto Rico
Rey Quinones,1986,Puerto Rico
Jeff Reed,1986,NC
Ronn Reynolds,1986,TX
Luis Rivera,1986,Puerto Rico
Bip Roberts,1986,CA
Dan Rohn,1986,MI
Jose Roman,1986,NJ
Bruce Ruffin,1986,TX
Calvin Schiraldi,1986,TX
Bob Sebra,1986,NJ
Jeff Sellers,1986,CA
Ron Shepherd,1986,TX
Ruben Sierra,1986,Puerto Rico
Cory Snyder,1986,Canada
Cliff Speck,1986,OR
John Stefero,1986,SC
Kurt Stillwell,1986,CA
Marc Sullivan,1986,MA
Dale Sveum,1986,CA
Greg Swindell,1986,TX
Danny Tartabull,1986,Puerto Rico
Dwight Taylor,1986,CA
Scott Terry,1986,NM
Bob Tewksbury,1986,NH
Andres Thomas,1986,Dominican Republic
Robby Thompson,1986,FL
Freddie Toliver,1986,MS
Jim Traber,1986,OH
Dave Valle,1986,NY
Chico Walker,1986,MS
Tony Walker,1986,PA
Gene Walter,1986,IL
Bill Wegman,1986,OH
Mitch Williams,1986,OK
Reggie Williams,1986,TN
Carl Willis,1986,VA
Bobby Witt,1986,VA
Ed Wojna,1986,CT
Mike Woodard,1986,IL
Rob Woodward,1986,
Todd Worrell,1986,CA
Rich Yett,1986,CA
Darrel Akerfelds,1987,CO
Jay Aldrich,1987,LA
Rick Anderson,1987,CA
Tony Arnold,1987,TX
Jeff Ballard,1987,MT
Eric Bell,1987,CA
Jay Bell,1987,FL
Todd Benzinger,1987,KY
Mike Birkbeck,1987,OH
Jeff Blauser,1987,CA
Joe Boever,1987,MO
Tom Bolton,1987,TN
Chris Bosio,1987,CA
Mickey Brantley,1987,NY
Bob Brower,1987,NY
Curt Brown,1987,KS
Jerry Browne,1987,U. S. Virgin Islands
Ralph Bryant,1987,GA
DeWayne Buice,1987,CA
Ellis Burks,1987,MS
Ken Caminiti,1987,CA
Casey Candaele,1987,CA
Juan Castillo,1987,Dominican Republic
Rocky Childress,1987,CA
John Christensen,1987,U. S. Virgin Islands
Ralph Citarella,1987,NJ
Dave Clark,1987,NY
Stan Clarke,1987,CA
Keith Comstock,1987,CA
David Cone,1987,MO
Joey Cora,1987,Puerto Rico
Chuck Crim,1987,CA
Mark Davidson,1987,TN
Jeff DeWillis,1987,TX
Mike Dunne,1987,IN
John Farrell,1987,NY
Chuck Finley,1987,LA
Willie Fraser,1987,NY
Ty Gainey,1987,SC
Mike Gallego,1987,CA
Wes Gardner,1987,AR
Ken Gerhart,1987,SC
Tom Glavine,1987,CA
Don Gordon,1987,NY
Mike Greenwell,1987,KY
John Habyan,1987,NY
Drew Hall,1987,KY
Mike Hart,1987,MI
Mike Henneman,1987,MO
Dwayne Henry,1987,MD
Shawn Hillegas,1987,CA
Tommy Hinzo,1987,CA
Brian Holton,1987,PA
Sam Horn,1987,TX
Bo Jackson,1987,AL
Michael Jackson,1987,NJ
Chris James,1987,MO
Stan Javier,1987,Dominican Republic
Stan Jefferson,1987,NY
Barry Jones,1987,IN
Doug Jones,1987,CA
Jimmy Jones,1987,KY
Ross Jones,1987,FL
Tracy Jones,1987,CA
Ron Karkovice,1987,NJ
Steve Kiefer,1987,IL
Paul Kilgus,1987,KY
Mike Kinnunen,1987,WA
Les Lancaster,1987,TX
Bill Landrum,1987,SC
Gene Larkin,1987,NY
Manuel Lee,1987,CA
Dave Leiper,1987,CA
Jose Lind,1987,Puerto Rico
Jim Lindeman,1987,IL
Bill Lindsey,1987,NC
Nelson Liriano,1987,Dominican Republic
Bill Long,1987,OH
Mike Loynd,1987,MO
Barry Lyons,1987,MS
Shane Mack,1987,CA
Greg Maddux,1987,TX
Dave Magadan,1987,FL
Joe Magrane,1987,IA
Fred Manrique,1987,Venezuela
Dave Martinez,1987,NY
John Marzano,1987,PA
Fred McGriff,1987,FL
Mark McGwire,1987,CA
Joel McKeon,1987,KY
Mark McLemore,1987,CA
John Mitchell,1987,MI
John Morris,1987,MA
Jeff Musselman,1987,PA
Randy Myers,1987,WA
Donell Nixon,1987,NC
Paul Noce,1987,CA
Matt Nokes,1987,CA
Eric Nolte,1987,CA
Jose Nunez,1987,Dominican Republic
Ed Olwine,1987,OH
Larry Owen,1987,OH
Jim Paciorek,1987,MI
Rafael Palmeiro,1987,Cuba
Jeff Parrett,1987,IN
Casey Parsons,1987,WA
Bob Patterson,1987,FL
Bill Pecota,1987,CA
Al Pedrique,1987,Venezuela
Bert Pena,1987,Puerto Rico
Chris Pittaro,1987,NJ
Gus Polidor,1987,Venezuela
Luis Polonia,1987,Dominican Republic
Billy Ripken,1987,MD
Wally Ritchie,1987,CA
Jeff Robinson,1987,CA
Mark Ryal,1987,OK
Benito Santiago,1987,Puerto Rico
Dave Sax,1987,CA
Kevin Seitzer,1987,IL
Razor Shines,1987,NC
Matt Sinatro,1987,CT
John Smiley,1987,PA
Ray Soff,1987,MI
Mike Stanley,1987,MI
Terry Steinbach,1987,MN
Les Straker,1987,Venezuela
Dorn Taylor,1987,PA
Bobby Thigpen,1987,FL
Ty Waller,1987,CA
Devon White,1987,NY
Bill Wilkinson,1987,WY
Ken Williams,1987,OR
Matt Williams,1987,NC
Mark Williamson,1987,NC
Robbie Wine,1987,PA
Tracy Woodson,1987,VA
Gerald Young,1987,NY
Luis Alicea,1988,Puerto Rico
Rod Allen,1988,PA
Roberto Alomar,1988,Puerto Rico
Jose Alvarez,1988,FL
Brady Anderson,1988,MD
Jack Armstrong,1988,NJ
Don August,1988,CA
Jose Bautista,1988,Dominican Republic
Tim Belcher,1988,OH
Damon Berryhill,1988,CA
Jeff Bittiger,1988,NJ
Terry Blocker,1988,SC
Randy Bockus,1988,OH
Pat Borders,1988,OH
Jay Buhner,1988,KY
Todd Burns,1988,PA
Greg Cadaret,1988,MI
Mike Campbell,1988,WA
Sil Campusano,1988,Dominican Republic
Jose Cecena,1988,Mexico
Norm Charlton,1988,LA
Terry Clark,1988,CA
Danny Clay,1988,OH
Kevin Coffman,1988,TX
Tim Crews,1988,FL
John Davis,1988,PA
Rob Dibble,1988,CT
Benny Distefano,1988,NY
Pat Dodson,1988,CA
John Dopson,1988,MD
Kevin Elster,1988,CA
Cecil Espy,1988,CA
Felix Fermin,1988,Dominican Republic
Marvin Freeman,1988,TN
Dave Gallagher,1988,NJ
Ron Gant,1988,TX
Leo Garcia,1988,Dominican Republic
Paul Gibson,1988,NY
Rene Gonzales,1988,TX
Jose Gonzalez,1988,CA
Mark Grace,1988,NC
Bryan Harvey,1988,TN
Ray Hayward,1988,OK
Dave Hengel,1988,CA
Brian Holman,1988,CO
Rex Hudler,1988,AZ
Keith Hughes,1988,PA
Chuck Jackson,1988,NY
Darrin Jackson,1988,CA
German Jimenez,1988,Mexico
Lance Johnson,1988,OH
Ricky Jordan,1988,ME
Ray Krawczyk,1988,PA
Al Leiter,1988,NJ
Mike Macfarlane,1988,CA
Lloyd McClendon,1988,IN
Jack McDowell,1988,CA
Terry McGriff,1988,FL
Dave Meads,1988,NJ
Joey Meyer,1988,HI
Jeff Montgomery,1988,OH
Rod Nichols,1988,AR
Pat Pacillo,1988,NJ
Tom Pagnozzi,1988,AZ
Vicente Palacios,1988,Mexico
Mark Parent,1988,OR
Hipolito Pena,1988,Dominican Republic
Oswaldo Peraza,1988,Venezuela
Melido Perez,1988,Dominican Republic
Jon Perlman,1988,TX
Steve Peters,1988,OK
Jeff Pico,1988,CA
Jody Reed,1988,FL
Rick Rodriguez,1988,CA
Kevin Romine,1988,NH
Wade Rowdon,1988,NY
Chris Sabo,1988,MI
Nelson Santovenia,1988,Cuba
Mackey Sasser,1988,GA
Larry See,1988,CA
Mike Sharperson,1988,SC
Pete Smith,1988,MA
John Smoltz,1988,MI
Pete Stanicek,1988,IL
Dave Stapleton,1988,AL
Todd Stottlemyre,1988,WA
Terry Taylor,1988,FL
Gary Thurman,1988,IN
Rusty Tillman,1988,FL
John Trautwein,1988,PA
Jeff Treadway,1988,GA
Randy Velarde,1988,TX
Jim Walewander,1988,IL
Duane Ward,1988,NM
Mark Wasinger,1988,CA
Walt Weiss,1988,NY
David Wells,1988,CA
Jim Abbott,1989,MI
Shawn Abner,1989,OH
Jim Adduci,1989,IL
Kent Anderson,1989,SC
Luis Aquino,1989,Puerto Rico
Brad Arnsberg,1989,WA
Bill Bathe,1989,CA
Bill Bean,1989,CA
Albert Belle,1989,LA
Andy Benes,1989,IN
Geronimo Berroa,1989,Dominican Republic
Dante Bichette,1989,FL
Craig Biggio,1989,NY
Jeff Brantley,1989,AL
Greg Briley,1989,NC
Kevin Brown,1989,GA
Mike Brumley,1989,OK
Bob Buchanan,1989,PA
Jose Cano,1989,Dominican Republic
Cris Carpenter,1989,FL
Mark Carreon,1989,IL
Marty Clary,1989,MI
Dave Cochrane,1989,CA
Dennis Cook,1989,TX
Mike Cook,1989,SC
Sherman Corbett,1989,TX
Jim Corsi,1989,MA
John Costello,1989,NY
Doug Dascenzo,1989,OH
Steve Davis,1989,CA
Mike Devereaux,1989,WY
Mario Diaz,1989,Puerto Rico
Rob Ducey,1989,Canada
Mike Dyer,1989,CA
Logan Easley,1989,UT
Jim Eppard,1989,IN
Alvaro Espinoza,1989,Venezuela
Junior Felix,1989,Dominican Republic
Bruce Fields,1989,OH
Steve Finley,1989,TN
Tony Fossas,1989,Cuba
Todd Frohwirth,1989,WI
Miguel Garcia,1989,CA
Bob Geren,1989,CA
Joe Girardi,1989,IL
German Gonzalez,1989,Venezuela
Tom Gordon,1989,FL
Tommy Gregg,1989,NC
Mark Guthrie,1989,NY
Erik Hanson,1989,NJ
Pete Harnisch,1989,NY
Gene Harris,1989,FL
Greg Harris,1989,CA
Lenny Harris,1989,FL
Charlie Hayes,1989,MS
Don Heinkel,1989,WI
Manny Hernandez,1989,Dominican Republic
Eric Hetzel,1989,LA
Greg Hibbard,1989,LA
Ken Hill,1989,MA
Jeff Innis,1989,IL
Gregg Jefferies,1989,CA
Dave Johnson,1989,NE
Randy Johnson,1989,TX
Ron Jones,1989,FL
Pat Keedy,1989,AL
Roberto Kelly,1989,Panama
Jeff King,1989,IN
Randy Kramer,1989,CA
Chad Kreuter,1989,CA
Derek Lilliquist,1989,FL
Greg Litton,1989,LA
Phil Lombardi,1989,TX
Scott Lusader,1989,IL
Morris Madden,1989,SC
Scotti Madison,1989,FL
Kirt Manwaring,1989,NY
Carlos Martinez,1989,Puerto Rico
Edgar Martinez,1989,NY
Ramon Martinez,1989,MA
Tom McCarthy,1989,MA
Bill McGuire,1989,NE
Luis Medina,1989,CA
Francisco Melendez,1989,Puerto Rico
Gary Mielke,1989,MN
Bob Milacki,1989,NJ
Keith Miller,1989,MI
Randy Milligan,1989,CA
Rich Monteleone,1989,FL
Dan Murphy,1989,NY
Jaime Navarro,1989,Puerto Rico
Rob Nelson,1989,OH
Junior Noboa,1989,Dominican Republic
Joe Oliver,1989,TN
Francisco Oliveras,1989,Puerto Rico
Gregg Olson,1989,NE
Donn Pall,1989,IL
Al Pardo,1989,Spain
Clay Parker,1989,LA
Ken Patterson,1989,CA
Marty Pevey,1989,GA
Tom Prince,1989,IL
Rick Reed,1989,WV
Kevin Ritz,1989,NJ
Kenny Rogers,1989,GA
Rolando Roomes,1989,Jamaica
Steve Rosenberg,1989,NY
Roger Samuels,1989,CA
Mike Schooler,1989,CA
Scott Scudder,1989,TX
Gary Sheffield,1989,FL
Dwight Smith,1989,FL
Mike Smith,1989,VA
Brian Snyder,1989,NJ
Sammy Sosa,1989,Dominican Republic
Bill Spiers,1989,SC
Steve Stanicek,1989,IL
Jim Steels,1989,MS
Doug Strange,1989,SC
Sergio Valdez,1989,Dominican Republic
Gary Varsho,1989,WI
Omar Vizquel,1989,Venezuela
Jerome Walton,1989,GA
Gary Wayne,1989,MI
Jim Weaver,1989,TN
David West,1989,TN
Jeff Wetherby,1989,CA
John Wetteland,1989,CA
Ed Whited,1989,AL
Eddie Williams,1989,LA
Steve Wilson,1989,Canada
Trevor Wilson,1989,CA
Matt Winters,1989,NY
Craig Worthington,1989,CA
Clint Zavaras,1989,CO
Sandy Alomar,1990,Puerto Rico
Eric Anthony,1990,CA
Kevin Appier,1990,CA
Steve Avery,1990,MI
Oscar Azocar,1990,Venezuela
Carlos Baerga,1990,Puerto Rico
John Barfield,1990,AR
Billy Bates,1990,TX
Stan Belinda,1990,PA
Willie Blair,1990,KY
Lance Blankenship,1990,TX
Mike Blowers,1990,Germany
Rod Booker,1990,CA
Shawn Boskie,1990,NV
Marty Brown,1990,IA
John Burkett,1990,TN
Francisco Cabrera,1990,Dominican Republic
Tony Castillo,1990,CA
Jerald Clark,1990,TX
Alex Cole,1990,NC
Pat Combs,1990,RI
Scott Coolbaugh,1990,NY
Jack Daugherty,1990,FL
Delino DeShields,1990,DE
Edgar Diaz,1990,Puerto Rico
Tim Drummond,1990,MD
Brian Dubois,1990,IL
Gary Eave,1990,LA
Tom Edens,1990,OR
Wayne Edwards,1990,CA
Dave Eiland,1990,FL
Scott Erickson,1990,CA
Howard Farmer,1990,IN
Alex Fernandez,1990,FL
Mike Fetters,1990,CA
Steve Frey,1990,PA
Travis Fryman,1990,KY
Mark Gardner,1990,CA
Brett Gideon,1990,TX
Juan Gonzalez,1990,Cuba
Jeff Gray,1990,VA
Gary Green,1990,PA
Tommy Greene,1990,NC
Jason Grimsley,1990,TX
Marquis Grissom,1990,CA
Chris Gwynn,1990,CA
Darryl Hamilton,1990,WA
Mike Harkey,1990,CA
Mike Hartley,1990,CA
Xavier Hernandez,1990,TX
Glenallen Hill,1990,CA
Jeff Huson,1990,AZ
Alexis Infante,1990,Venezuela
Doug Jennings,1990,GA
Tim Jones,1990,CA
Felix Jose,1990,Dominican Republic
David Justice,1990,OH
Dana Kiecker,1990,MN
Matt Kinzer,1990,IN
Joe Klink,1990,PA
Jimmy Kremers,1990,AR
Rick Lancellotti,1990,RI
Tim Layana,1990,CA
Mark Lemke,1990,NY
Jim Leyritz,1990,OH
Vance Lovelace,1990,FL
Rick Luecken,1990,TX
Kevin Maas,1990,CA
Julio Machado,1990,Venezuela
Randy McCament,1990,NM
Ben McDonald,1990,LA
Brian McRae,1990,FL
Louie Meadows,1990,NC
Scott Medvin,1990,OH
Kent Mercker,1990,OH
Jose Mesa,1990,Dominican Republic
Brian Meyer,1990,NJ
Hal Morris,1990,RI
Greg Myers,1990,CA
Chris Nabholz,1990,PA
Jim Neidlinger,1990,CA
Carl Nichols,1990,CA
John Olerud,1990,WA
Steve Olin,1990,OR
Greg Olson,1990,NE
Rey Palacios,1990,NY
Adam Peterson,1990,CA
Carlos Quintana,1990,Venezuela
Scott Radinsky,1990,CA
Jeff Richardson,1990,NE
Mike Rochford,1990,MA
Mike Roesler,1990,IN
Mark Ross,1990,TX
Scott Ruskin,1990,FL
Bill Sampen,1990,IL
Israel Sanchez,1990,Cuba
Deion Sanders,1990,TX
Andres Santana,1990,Dominican Republic
Jack Savage,1990,KY
Curt Schilling,1990,AK
Steve Searcy,1990,TN
Paul Sorrento,1990,MA
Matt Stark,1990,CA
Phil Stephenson,1990,OK
Lee Stevens,1990,MO
Mel Stottlemyre,1990,MO
Russ Swan,1990,CA
Kevin Tapani,1990,IA
Frank Thomas,1990,MO
Lou Thornton,1990,AL
Randy Tomlin,1990,MD
Greg Vaughn,1990,CA
Robin Ventura,1990,CA
Larry Walker,1990,Canada
Mike Walker,1990,IL
Wally Whitehurst,1990,NY
Eric Yelding,1990,AL
Todd Zeile,1990,CA
Paul Abbott,1991,CA
Scott Aldred,1991,MI
Gerald Alexander,1991,LA
Beau Allred,1991,AZ
Wilson Alvarez,1991,Venezuela
Jeff Bagwell,1991,MA
Bret Barberie,1991,CA
Brian Barnes,1991,NC
Skeeter Barnes,1991,OH
Chris Beasley,1991,TN
Blaine Beatty,1991,TX
Rod Beck,1991,CA
Juan Bell,1991,Dominican Republic
